,name,grupo,namespace
292,Educa +,IPU,mariaeunice
293,Educa +,IPU,eldapereira
294,Educa +,IPU,murilorocha
295,Educa +,IPU,iracemarufino
296,Educa +,IPU,goncalomartins
297,Educa +,IPU,joaorosa
298,Educa +,IPU,luizgonzaga
299,Educa +,IPU,abiliomartins
300,Educa +,IPU,conradochaves
301,Educa +,IPU,melquiadescamelo
302,Educa +,IPU,guilhermefilho
303,Educa +,IPU,criancaesperanca
304,Educa +,IPU,pedrocamelo
305,Educa +,IPU,joaosampaio
306,Educa +,IPU,mariaolinda
307,Educa +,IPU,abdiasmartins
308,Educa +,IPU,antoniairene
309,Educa +,IPU,nsfatima
310,Educa +,UMIRIM,josepinheiro
311,Educa +,UMIRIM,manoelfrancisco
312,Educa +,IPU,formacoesipu
313,Educa +,UMIRIM,mocinhagomes
314,Educa +,UMIRIM,zacariasliberato
315,Educa +,UMIRIM,raimundoalves
316,Educa +,UMIRIM,franciscopinto
317,Educa +,BONITO,arlindocavalcanti
318,Educa +,UMIRIM,hamiltondarocha
319,Educa +,BONITO,josecabral
320,Educa +,BONITO,barraazul
321,Educa +,BONITO,josemariano
322,Educa +,BONITO,djanirapereira
323,Educa +,BONITO,josepiaulino
324,QBR 2021.1,Grupo 1,spdacruz
325,QBR 2021.1,Grupo 2,villalobos
326,QBR 2021.1,Grupo 1,aescobjetivo
327,QBR 2021.1,Grupo 1,ceespacolivre
328,QBR 2021.1,Grupo 1,colegiobetelbrasileirosp
329,QBR 2021.1,Grupo 1,colegiobilac
330,QBR 2021.1,Grupo 1,colegiocb
331,QBR 2021.1,Grupo 1,colegioguilhermedealmeida
332,QBR 2021.1,Grupo 1,colegioiguatemy
333,QBR 2021.1,Grupo 1,einsteinassis
334,QBR 2021.1,Grupo 1,escolaceciliameireles
335,QBR 2021.1,Grupo 1,integradaeducativa
336,QBR 2021.1,Grupo 1,isem
337,QBR 2021.1,Grupo 1,objetivolorena
338,QBR 2021.1,Grupo 1,oficinadoestudante
339,QBR 2021.1,Grupo 4,educarse
340,QBR 2021.1,Grupo 4,institutoeurofarma
341,QBR 2021.1,Grupo 4,adrianochan
342,QBR 2021.1,Grupo 4,profederal
343,QBR 2021.1,Grupo 4,anossaatmosfera
344,QBR 2021.1,Grupo 4,cursobase
345,QBR 2021.1,Grupo 4,cursoisfera
346,QBR 2021.1,Grupo 4,cursoleopoldo
347,QBR 2021.1,Grupo 4,cursosazambuja
348,QBR 2021.1,Grupo 4,gamt
349,QBR 2021.1,Grupo 4,laboratoriosromildo
350,QBR 2021.1,Grupo 6,faculdadeflamingo
351,QBR 2021.1,Grupo 8,crescercampinas
352,QBR 2021.1,Grupo 8,educandarioterciocorreia
353,QBR 2021.1,Grupo 8,institutocristao
354,QBR 2021.1,Grupo 9,cbpdigital
355,QBR 2021.1,Grupo 9,colegiobatistaindependente
356,QBR 2021.1,Grupo 9,colegioplanck
357,QBR 2021.1,Grupo 9,colegioup
358,QBR 2021.1,Grupo 9,magister
359,QBR 2021.1,Grupo 9,maplebearslz
360,QBR 2021.1,Progressão Educação,progressaodc
361,QBR 2021.1,Grupo 2,amadeus
362,QBR 2021.1,Grupo 2,cem
363,QBR 2021.1,Grupo 2,ciadosaber
364,QBR 2021.1,Grupo 2,colegioarena
365,QBR 2021.1,Grupo 2,colegioecursodesafio
366,QBR 2021.1,Grupo 2,colegioensitec
367,QBR 2021.1,Grupo 2,colegioflamingo
368,QBR 2021.1,Grupo 2,colegiofuturageracao
369,QBR 2021.1,Grupo 2,colegiointegral
370,QBR 2021.1,Grupo 2,colegiosete
371,QBR 2021.1,Progressão Educação,progressaoig
372,QBR 2021.1,Grupo 2,conexaosaber
373,QBR 2021.1,Grupo 2,invictus
374,QBR 2021.1,Grupo 2,psantagema
375,QBR 2021.1,Grupo 3,colegiobrasilia
376,QBR 2021.1,Grupo 3,colegiodasamericas
377,QBR 2021.1,Grupo 3,alpha
378,QBR 2021.1,Grupo 3,ceabb
379,QBR 2021.1,Grupo 3,eacorcovado
380,QBR 2021.1,Grupo 3,eccos
381,QBR 2021.1,Grupo 3,nucleocriativo
382,QBR 2021.1,Grupo 3,pioxi
383,QBR 2021.1,Progressão Educação,colegioecursoprogressao
384,QBR 2021.1,Progressão Educação,cursoprogressao
385,QBR 2021.1,Grupo 2,colegiouirapuru
386,QBR 2021.1,Grupo 7,crb
387,QBR 2021.1,Grupo 7,master
388,QBR 2021.1,Grupo 7,colegioeducallis
389,QBR 2021.1,Grupo 7,colegioglobal
390,QBR 2021.1,Grupo 8,cnslpb
391,QBR 2021.1,Grupo 8,litteratus
392,QBR 2021.1,Grupo 8,prismapatrocinio
393,QBR 2021.1,Grupo 9,deltaeducacional
394,QBR 2021.1,Grupo 9,pioxiicolegio
395,Cursinhos Populares,Grupo 1,cats
396,Cursinhos Populares,Grupo 1,cursinhoeach
397,Cursinhos Populares,Grupo 1,macvest
398,Cursinhos Populares,Grupo 1,caur
399,Cursinhos Populares,Grupo 1,pcf
400,Cursinhos Populares,Grupo 1,primeirodemaio
401,Cursinhos Populares,Grupo 1,casdvest
402,Cursinhos Populares,Grupo 1,garra
403,Cursinhos Populares,Grupo 1,prevest
404,Cursinhos Populares,Grupo 1,potenciacao
405,Cursinhos Populares,Grupo 1,casdinhosjc
406,PES English,,centroeducacionalelohim
407,PES English,,ulbrasaopedro
408,PES English,,ulbrasaojoao
409,PES English,Piloto PES,positivopassocerto
410,PES English,,batistabrasil
411,PES English,,suzano
412,PES English,,ipedeassis
413,PES English,,somar
414,PES English,Piloto PES,positivoaguaverde
415,PES English,Piloto PES,positivoboavista
416,PES English,Piloto PES,positivosemeador
417,PES English,,integrado
418,PES English,,saojoselencoispaulista
419,PES English,,dinamico
420,PES English,,sapequinha
421,PES English,,pequenoprincipe
422,PES English,,dabisa
423,PES English,,padrejuliomaria
424,PES English,,souzalopez
425,PES English,,liriodovale
426,PES English,,ied
427,PES English,Prospecção PES,colegiovivopiracicaba
428,PES English,,bagozzi
429,PES English,,bagozzikids
430,PES English,,interativa
431,PES English,,esibelem
432,PES English,,monteiro
433,PES English,Piloto PES,mundialfranciscobeltrao
434,PES English,,materdeipatobranco
435,PES English,,literal
436,PES English,,cidadaodoamanha
437,PES English,,nossofuturo
438,PES English,,alfaludi
439,PES English,,galileudecacapava
440,PES English,,ideal
441,PES English,,ceccianorte
442,PES English,,tradicaosaojosedospinhais
443,PES English,,cstawenceslaubraz
444,PES English,,saojosebarreiras
445,PES English,,prismafeiradesantana
446,PES English,,recantofeliz
447,PES English,,santoantoniobarbalha
448,PES English,,padreviana
449,PES English,,educator
450,PES English,,ebenezer
451,PES English,,educare
452,PES English,,masterbayeux
453,PES English,,masterbessa
454,PES English,,dommaster
455,PES English,,masterbancarios
456,PES English,Piloto PES,positivosantamaria
457,PES English,Piloto PES,positivomaster
458,PES English,Piloto PES,positivojunior
459,PES English,Piloto PES,positivojardimambiental
460,PES English,,cafa
461,PES English,,equipemacaiba
462,PES English,,mundialnatal
463,PES English,Piloto PES,positivojoinville
464,PES English,,metariobranco
465,PES English,,carpediemsede
466,PES English,,carpediemmangabas
467,PES English,,carpediemmontegordo
468,PES English,,carpediemkids
469,PES English,,carpediemvila
470,PES English,,mimosodooeste
471,PES English,,mundialsalvador
472,PES English,,pedacinhodoceualexania
473,PES English,,imaculadaconceicaocaceres
474,PES English,,isaacnewton
475,PES English,,centroeducacionalprimavera
476,PES English,,novadinamica
477,PES English,,madrecelesteananindeua
478,PES English,,intelectual
479,PES English,,madrecelesteicoaraci
480,PES English,,madrecelestetapajos
481,PES English,,madrecelestemarambaia
482,PES English,,centroeducacionalexpoente
483,PES English,,doremi
484,PES English,,ressurreicao
485,PES English,,doremibrasilia
486,PES English,,futura
487,PES English,,aeroisa
488,PES English,,visao
489,PES English,,danielberg
490,PES English,,colmeia
491,PES English,,happyschool
492,PES English,,solnascente
493,PES English,,novaaquarela
494,PES English,,wings
495,PES English,,acecbatista
496,PES English,,tiacoruja
497,PES English,,bebeprime
498,PES English,,cepel
499,PES English,Piloto PES,coopermundi
500,PES English,,cad
501,PES English,,exitus
502,PES English,,piemont
503,PES English,,ecelbandeirantes
504,PES English,,passionistadejandaiadosul
505,PES English,,intentus
506,PES English,,paroquialparanavai
507,PES English,,ecelurai
508,PES English,,degrauaracatuba
509,PES English,,pentagonocunha
510,PES English,,metropolitana
511,PES English,,madreanatolia
512,PES English,,santoanjomasther
513,PES English,,nossasenhoradasneves
514,PES English,,saopedrocanisio
515,PES English,,pilares
516,PES English,,passosfirmesmatelandia
517,PES English,,trilhandoofuturopinhais
518,PES English,,positivotelemacoborba
519,PES English,,domboscotomazina
520,PES English,,coracaodemariauniaodavitoria
521,PES English,,santoantoniojoinville
522,PES English,,oficinajoinville
523,PES English,,querubim
524,PES English,,esfasaolourencodooeste
525,PES English,,ulbraantares
526,PES English,,ulbradeaplicacao
527,PES English,,ulbracristosalvador
528,PES English,,ulbrasaopaulo
529,PES English,,ulbracristoredentor
530,PES English,,franciscanosaojose
531,PES English,,coopejbr
532,PES English,,ulbramartinho
533,PES English,,aprenderguaiba
534,PES English,,girassolnaometoque
535,PES English,,ulbrasaolucas
536,PES English,,recriartecamboriu
537,PES English,,carrosselindaial
538,PES English,,metropolitanoindaial
539,PES English,,futuro
540,PES English,,ulbrapalmas
541,PES English,,jeanpiagetaruja
542,PES English,,riscomagico
543,PES English,,torreforte
544,PES English,,videirinha
545,PES English,,videirajundiai
546,PES English,,omega
547,PES English,Piloto PES,universos
548,PES English,,novageracao
549,PES English,,dantas
550,PES English,,martinspenna
551,PES English,,castelobranco
552,PES English,,santamonicasaopaulo
553,PES English,,cruzeirodosul
554,PES English,,lua
555,PES English,,gerar
556,PES English,,unico
557,PES English,,passaro
558,PES English,,evoluir
559,PES English,,cunhacarvalho
560,PES English,,irenebargieri
561,PES English,,inovacaoperuibe
562,PES English,,oliveiras
563,PES English,,netuno
564,PES English,,moriah
565,PES English,,faculdrummond
566,PES English,,carlosdrummonddeandrade
567,PES English,,joaoxxiiisaopaulo
568,PES English,,luteranosp
569,PES English,,formosa
570,PES English,,potymirim
571,PES English,,comercialalvorada
572,PES English,,aparecida
573,PES English,,emilioderousseau
574,PES English,,cocarapiraca
575,PES English,,cescmanaus
576,PES English,,fundamental
577,PES English,,domboscosalvador
578,PES English,,portinariteixeiradefreitas
579,PES English,,kids
580,PES English,,piagetalmenara
581,PES English,,diamantecarmodamata
582,PES English,,riscoerabisco
583,PES English,,presbiteriano
584,PES English,,teixeiraneto
585,PES English,,diamante
586,PES English,,augustus
587,PES English,,alfabelem
588,PES English,,primeirainfancia
589,PES English,,genteimportante
590,PES English,,saomarcosalvorada
591,PES English,,esimedianeira
592,PES English,,santateresinhacampobom
593,PES English,,lasallecarmo
594,PES English,,imaculadaconceicaodoisirmaos
595,PES English,,institutodeeducacaosaojosemontenegro
596,PES English,,institutomeninodeus
597,PES English,,santamonicapelotas
598,PES English,,fema
599,PES English,,concordiasantoangelo
